,Vaccinated Democrats,Vaccinated Republicans,Unvaccinated Democrats,Unvaccinated Republicans
"Stephenson, Illinois",0.3454150496244431,0.346584950375557,0.07598495037555691,0.23201504962444303
"Tazewell, Illinois",0.2931042111620307,0.3808957888379693,0.07874578883796929,0.24725421116203067
"Union, Illinois",0.24151111302375788,0.4024888869762421,0.05693888697624211,0.299061113023758
"Vermilion, Illinois",0.23917040585875513,0.30582959414124494,0.09612959414124488,0.3588704058587551
"Wabash, Illinois",0.17900383958816535,0.3829961604118347,0.054196160411834685,0.3838038395881652
"Warren, Illinois",0.2849493155241013,0.27705068447589876,0.11500068447589873,0.3229993155241012
"Washington, Illinois",0.19760032555758955,0.4553996744424105,0.019999674442410464,0.3270003255575895
"Wayne, Illinois",0.0703460418999195,0.39965395810008053,0.0768039581000805,0.4531960418999195
"White, Illinois",0.1688591029942036,0.4231408970057965,0.043140897005796375,0.36485910299420354
"Whiteside, Illinois",0.35084070796370503,0.3071592920362949,0.10760929203629499,0.2343907079637051
"Will, Illinois",0.49317561235129836,0.25082438764870174,0.048524387648701595,0.2074756123512983
"Williamson, Illinois",0.2568461080759764,0.37715389192402365,0.056053891924023644,0.3099461080759764
"Winnebago, Illinois",0.4147570525705814,0.24724294742941855,0.09774294742941858,0.2402570525705815
"Woodford, Illinois",0.23484027849733835,0.39815972150266177,0.06360972150266164,0.30339027849733824
"Adams, Indiana",0.106011315831542,0.33998868416845796,0.13178868416845801,0.42221131583154203
"Allen, Indiana",0.3533003869622946,0.2676996130377054,0.0908496130377054,0.28815038696229456
"Bartholomew, Indiana",0.32115563187599183,0.3578443681240082,0.04804436812400814,0.2729556318759918
"Benton, Indiana",0.15231082167327403,0.34868917832672597,0.10488917832672595,0.39411082167327405
"Blackford, Indiana",0.18640260794460772,0.3495973920553923,0.08324739205539226,0.38075260794460775
"Boone, Indiana",0.4013368140012026,0.4016631859987974,0.00641318599879738,0.19058681400120253
"Brown, Indiana",0.23900718309432264,0.3189928169056773,0.10839281690567736,0.33360718309432275
"Carroll, Indiana",0.09952210565507413,0.3064778943449259,0.14442789434492587,0.4495721056550741
"Cass, Indiana",0.20589222042858601,0.325107779571414,0.08855777957141397,0.380442220428586
"Clark, Indiana",0.340181747969985,0.34881825203001504,0.06846825203001498,0.242531747969985
"Clay, Indiana",0.21262155034542085,0.4513784496545792,0.004178449654579142,0.3318215503454208
"Clinton, Indiana",0.21148741391003129,0.3695125860899686,0.05791258608996869,0.36108741391003135
"Crawford, Indiana",0.12053960503041743,0.31546039496958256,0.16426039496958256,0.3997396050304175
"Daviess, Indiana",0.081749041390419,0.351250958609581,0.10840095860958099,0.45859904139041896
"Dearborn, Indiana",0.25249056747257714,0.46450943252742294,-0.02984056747257713,0.31284056747257705
"Decatur, Indiana",0.17582578052878378,0.4021742194712162,0.03377421947121623,0.3882257805287838
"DeKalb, Indiana",0.1602806375950575,0.3507193624049425,0.10356936240494252,0.38543063759505747
"Delaware, Indiana",0.313893555495143,0.2211064445048571,0.12020644450485705,0.34479355549514296
"Dubois, Indiana",0.2609282378554344,0.42507176214456555,0.03832176214456562,0.27567823785543444
"Elkhart, Indiana",0.2262729974538088,0.2917270025461912,0.13347700254619121,0.34852299745380877
"Fayette, Indiana",0.12155010248124598,0.344449897518754,0.10624989751875402,0.427750102481246
"Floyd, Indiana",0.33298529130369425,0.31701470869630577,0.09656470869630573,0.25343529130369424
"Fountain, Indiana",0.15329952288269993,0.39570047711730005,0.06340047711730007,0.3875995228827
"Franklin, Indiana",0.0859837494194508,0.36301625058054926,0.09926625058054922,0.4517337494194507
"Fulton, Indiana",0.15055408334732057,0.3314459166526794,0.10819591665267947,0.40980408334732055
"Gibson, Indiana",0.18750605351030825,0.3654939464896917,0.07134394648969178,0.3756560535103083
"Grant, Indiana",0.20021798447966582,0.2867820155203343,0.10593201552033421,0.4070679844796657
"Greene, Indiana",0.12747276124656198,0.348527238753438,0.111627238753438,0.412372761246562
"Hamilton, Indiana",0.4530653617531062,0.36593463824689393,0.012934638246893837,0.1680653617531061
"Hancock, Indiana",0.30520622369349004,0.46279377630651,0.007193776306509969,0.22480622369349001
"Harrison, Indiana",0.19850320804417132,0.38649679195582864,0.07359679195582869,0.34140320804417135
"Hendricks, Indiana",0.38357084891945126,0.4384291510805488,-0.0033208489194512802,0.18132084891945122
"Henry, Indiana",0.21673323289752006,0.38226676710247987,0.05741676710247995,0.3435832328975201
"Howard, Indiana",0.24020843704640862,0.3177915629535913,0.09799156295359136,0.34400843704640865
"Huntington, Indiana",0.19672047666907316,0.3902795233309269,0.053929523330926876,0.35907047666907305
"Jackson, Indiana",0.20145851826667788,0.4245414817333221,0.032041481733322164,0.34195851826667784
"Jasper, Indiana",0.17871845782995227,0.3732815421700477,0.07618154217004774,0.3718184578299522
"Jay, Indiana",0.13617720377147197,0.338822796228528,0.10172279622852803,0.423277203771472
"Jefferson, Indiana",0.2742343105584383,0.3637656894415617,0.05796568944156168,0.30403431055843827
"Jennings, Indiana",0.1190040710240603,0.3569959289759398,0.09664592897593971,0.4273540710240602
"Johnson, Indiana",0.27588563000112776,0.4041143699988723,0.05351436999887227,0.2664856300011277
"Knox, Indiana",0.21309806084036825,0.3649019391596317,0.04995193915963175,0.3720480608403683
"Kosciusko, Indiana",0.1457107124209404,0.34028928757905963,0.10088928757905959,0.41311071242094044
"LaGrange, Indiana",0.024800406542420383,0.2871995934575796,0.2045995934575796,0.48340040654242034
"Lake, Indiana",0.4604412237703801,0.18355877622961997,0.11480877622961999,0.24119122377038
"LaPorte, Indiana",0.36362618897557253,0.28037381102442743,0.1002738110244274,0.2557261889755726
"Lawrence, Indiana",0.18250671912729743,0.39449328087270263,0.06449328087270256,0.35850671912729737
"Madison, Indiana",0.290829140406847,0.310170859593153,0.09632085959315301,0.302679140406847
"Marion, Indiana",0.5265405721962453,0.1214594278037548,0.11920942780375482,0.23279057219624516
"Marshall, Indiana",0.1903077912092209,0.33869220879077916,0.10564220879077911,0.3653577912092209
"Martin, Indiana",0.16684227898418902,0.42415772101581095,0.03980772101581098,0.36919227898418905
"Miami, Indiana",0.15162121921181676,0.3393787807881832,0.08267878078818326,0.42632121921181687
"Monroe, Indiana",0.5124128015071154,0.11058719849288462,0.12843719849288465,0.24856280150711535
"Montgomery, Indiana",0.18129700729846956,0.35570299270153044,0.07315299270153043,0.3898470072984695
"Morgan, Indiana",0.1914606893777847,0.4315393106222153,0.035689310622215295,0.34131068937778475
"Newton, Indiana",0.07038719921708109,0.29661280078291896,0.1691628007829189,0.4638371992170811
"Noble, Indiana",0.129014033818245,0.33598596618175514,0.12253596618175501,0.4124640338182449
"Ohio, Indiana",0.33640237294435504,0.5375976270556451,-0.061802372944355075,0.18780237294435498
"Orange, Indiana",0.23280212980508802,0.42319787019491184,0.028947870194912018,0.31505212980508807
"Owen, Indiana",0.1446032083719968,0.3463967916280031,0.10969679162800317,0.39930320837199695
"Parke, Indiana",0.12385628992021087,0.34714371007978917,0.09829371007978914,0.43070628992021076
"Perry, Indiana",0.29472098234891886,0.35127901765108105,0.08247901765108112,0.27152098234891897
"Pike, Indiana",0.22582066968381406,0.456179330316186,0.010779330316185928,0.30722066968381406
"Porter, Indiana",0.35405203984826805,0.28994796015173196,0.11549796015173197,0.240502039848268
"Posey, Indiana",0.19618654768764976,0.3558134523123503,0.10001345231235026,0.3479865476876497
"Pulaski, Indiana",0.1647971089810133,0.36420289101898673,0.09555289101898667,0.3754471089810133
"Putnam, Indiana",0.15273585285246377,0.33426414714753633,0.09626414714753623,0.4167358528524637
"Randolph, Indiana",0.1737116510808468,0.3662883489191533,0.06433834891915319,0.3956616510808468
"Ripley, Indiana",0.16138056663870814,0.4106194333612919,0.04126943336129185,0.3867305666387081
"Rush, Indiana",0.17018489372432233,0.3888151062756776,0.05996510627567771,0.3810348937243223
"St. Joseph, Indiana",0.4565125097185374,0.2174874902814627,0.07273749028146265,0.2532625097185373
"Scott, Indiana",0.16617020771801472,0.3498297922819853,0.10612979228198527,0.3778702077180147
"Shelby, Indiana",0.25261065379679204,0.419389346203208,0.008689346203207937,0.319310653796792
"Spencer, Indiana",0.18289816552698612,0.3361018344730139,0.12470183447301386,0.3562981655269861
"Starke, Indiana",0.12391421804428099,0.31408578195571896,0.14203578195571903,0.419964218044281
"Steuben, Indiana",0.20104136071205142,0.34895863928794857,0.08815863928794859,0.36184136071205136
"Sullivan, Indiana",0.18379121722280978,0.38020878277719017,0.06395878277719025,0.3720412172228098
"Switzerland, Indiana",0.0831121567696333,0.2988878432303667,0.1558378432303667,0.4621621567696333
"Tippecanoe, Indiana",0.430659031817317,0.216340968182683,0.07239096818268298,0.280609031817317
"Tipton, Indiana",0.15390684153437614,0.3690931584656239,0.08269315846562385,0.3943068415343762
"Union, Indiana",0.16815872926414016,0.4088412707358599,0.051641270735859834,0.3713587292641401
"Vanderburgh, Indiana",0.3750431340008974,0.2849568659991026,0.07710686599910256,0.26289313400089737
"Vermillion, Indiana",0.19639288245439535,0.3536071175456047,0.10045711754560467,0.34954288245439524
"Vigo, Indiana",0.327832565638423,0.24416743436157706,0.098517434361577,0.32948256563842293
"Wabash, Indiana",0.1521804812371731,0.3318195187628269,0.09846951876282695,0.41753048123717307
"Warren, Indiana",0.14822236257493498,0.38677763742506505,0.08042763742506503,0.38457236257493493
"Warrick, Indiana",0.3075792749375104,0.41442072506248945,0.05342072506248957,0.22457927493751056
"Washington, Indiana",0.12920513156056407,0.34879486843943597,0.11004486843943596,0.41195513156056407
"Wayne, Indiana",0.259223964369297,0.31077603563070294,0.095476035630703,0.33452396436929704
"Wells, Indiana",0.12528022947609424,0.38171977052390577,0.09261977052390574,0.40038022947609425
"White, Indiana",0.2478573483735323,0.4001426516264677,0.03159265162646768,0.3204073483735323
"Whitley, Indiana",0.1761123306244612,0.38988766937553887,0.07818766937553878,0.35581233062446116
"Adair, Iowa",0.200715135499835,0.36928486450016496,0.09353486450016502,0.33646513549983503
"Adams, Iowa",0.245082801041007,0.4109171989589929,0.03731719895899299,0.3066828010410071
"Allamakee, Iowa",0.28554809657633307,0.34845190342366694,0.06900190342366697,0.296998096576333
"Appanoose, Iowa",0.2200999615162611,0.34190003848373896,0.07880003848373889,0.3591999615162611
"Audubon, Iowa",0.2850752550005913,0.3969247449994087,0.035974744999408684,0.2820252550005912
"Benton, Iowa",0.28308537772893905,0.38991462227106094,0.07936462227106099,0.24763537772893912
"Black Hawk, Iowa",0.44821185459494595,0.2317881454050541,0.09688814540505408,0.22311185459494587
"Boone, Iowa",0.3550599970310926,0.3559400029689073,0.06699000296890735,0.22200999703109264
"Bremer, Iowa",0.35363579890728003,0.3283642010927201,0.06606420109272003,0.25193579890727996
"Buchanan, Iowa",0.29617710415422915,0.3538228958457708,0.09937289584577082,0.2506271041542291
"Buena Vista, Iowa",0.4019915923029185,0.41600840769708153,-0.030241592302918396,0.21224159230291845
"Butler, Iowa",0.27344782060980793,0.399552179390192,0.03400217939019207,0.292997820609808
"Calhoun, Iowa",0.28212196563184255,0.4178780343681574,0.006878034368157412,0.2931219656318427
"Carroll, Iowa",0.28933490582704546,0.45666509417295453,0.021715094172954544,0.23228490582704542
"Cass, Iowa",0.2858265409559011,0.39717345904409884,0.023973459044098866,0.2930265409559012
"Cedar, Iowa",0.3265500010192395,0.35044999898076057,0.08824999898076054,0.23475000101923937
"Cerro Gordo, Iowa",0.39786583498716355,0.3221341650128364,0.07058416501283644,0.20941583498716354
"Cherokee, Iowa",0.2520330580383539,0.37896694196164604,0.05166694196164606,0.31733305803835393
"Chickasaw, Iowa",0.2775757808029652,0.37742421919703484,0.06597421919703483,0.27902578080296514
"Clarke, Iowa",0.2702033100008964,0.38579668999910355,0.0501466899991036,0.2938533100008965
"Clay, Iowa",0.2565930564790964,0.3554069435209036,0.0497069435209036,0.3382930564790964
"Clayton, Iowa",0.2422869383722544,0.32471306162774566,0.1135630616277456,0.31943693837225434
"Clinton, Iowa",0.3388185874193907,0.2961814125806093,0.10958141258060933,0.25541858741939066
"Crawford, Iowa",0.2659615473717451,0.38303845262825487,0.04993845262825486,0.3010615473717451
"Dallas, Iowa",0.4397907250814139,0.32320927491858603,0.050309274918586,0.186690725081414
"Davis, Iowa",0.13182822863459587,0.3441717713654041,0.12207177136540415,0.4019282286345959
"Decatur, Iowa",0.18172764974832528,0.3032723502516746,0.12177235025167471,0.3932276497483254
"Delaware, Iowa",0.2557246470928192,0.3922753529071808,0.06887535290718078,0.2831246470928192
"Des Moines, Iowa",0.3358594002991915,0.2671405997008085,0.12154059970080855,0.27545940029919147
"Dickinson, Iowa",0.2906628496363759,0.36833715036362413,0.0413871503636241,0.2996128496363759
"Dubuque, Iowa",0.41284752425700433,0.3211524757429958,0.0727024757429957,0.19329752425700425
"Emmet, Iowa",0.2692775319427252,0.3297224680572748,0.05092246805727485,0.3500775319427252
"Fayette, Iowa",0.3023211072564125,0.32767889274358747,0.08427889274358748,0.2857211072564125
"Floyd, Iowa",0.3109374936044216,0.31306250639557837,0.09196250639557836,0.2840374936044216
"Franklin, Iowa",0.2691567683726549,0.3608432316273451,0.055793231627345063,0.31420676837265493
"Fremont, Iowa",0.2299298542231321,0.37907014577686793,0.05862014577686786,0.33237985422313215
"Greene, Iowa",0.3043693353384733,0.3786306646615267,0.05188066466152673,0.26511933533847337
"Grundy, Iowa",0.28743379486799236,0.4305662051320076,0.025466205132007633,0.25653379486799244
"Guthrie, Iowa",0.27262691315412524,0.4073730868458748,0.04792308684587476,0.2720769131541252
"Hamilton, Iowa",0.34166763377189635,0.39033236622810363,0.025332366228103642,0.24266763377189637
"Hancock, Iowa",0.21344240211546417,0.3755575978845358,0.06725759788453582,0.34374240211546425
"Hardin, Iowa",0.279215124887228,0.359784875112772,0.060934875112772,0.30006512488722803
"Harrison, Iowa",0.22773909927606584,0.38226090072393415,0.0804109007239342,0.3095890992760658
"Henry, Iowa",0.27612097432017324,0.3458790256798267,0.06197902567982673,0.31602097432017323
"Howard, Iowa",0.26804609856307504,0.3579539014369249,0.09530390143692492,0.27869609856307503
"Humboldt, Iowa",0.23279484462440014,0.36320515537559983,0.04410515537559989,0.35989484462440013
"Ida, Iowa",0.20186560882627963,0.4051343911737203,0.043134391173720366,0.34986560882627965
"Iowa, Iowa",0.3149937725186348,0.4170062274813652,0.05865622748136523,0.20934377251863479
"Jackson, Iowa",0.2871673771589994,0.3368326228410006,0.08208262284100054,0.29391737715899946
"Jasper, Iowa",0.3163041680842638,0.3586958319157362,0.07599583191573617,0.2490041680842638
"Jefferson, Iowa",0.3495910408526659,0.17140895914733412,0.14350895914733408,0.3354910408526659
"Johnson, Iowa",0.6567523958429695,0.11824760415703056,0.059397604157030603,0.16560239584296937
"Jones, Iowa",0.3214809424698353,0.3495190575301647,0.07116905753016477,0.25783094246983534
"Keokuk, Iowa",0.2003993795752525,0.3646006204247474,0.07490062042474749,0.36009937957525257
"Kossuth, Iowa",0.23310848380327226,0.38489151619672773,0.07004151619672777,0.31195848380327224
"Lee, Iowa",0.29292802638411525,0.29907197361588483,0.11052197361588473,0.2974780263841152
"Linn, Iowa",0.4861892302691937,0.26081076973080636,0.08251076973080634,0.17048923026919366
"Louisa, Iowa",0.25456201906204223,0.36043798093795776,0.07908798093795777,0.30591201906204224
"Lucas, Iowa",0.1941897984802723,0.35481020151972764,0.08951020151972773,0.3614897984802723
"Lyon, Iowa",0.11818749008178712,0.4048125099182129,0.04376250991821286,0.4332374900817871
"Madison, Iowa",0.2543796707928181,0.3786203292071819,0.07392032920718195,0.29307967079281805
"Mahaska, Iowa",0.18535680894851686,0.34664319105148317,0.07774319105148314,0.39025680894851683
"Marion, Iowa",0.2816518918246031,0.34534810817539696,0.04974810817539693,0.32325189182460307
"Marshall, Iowa",0.42331367782652385,0.33668632217347627,0.03823632217347622,0.20176367782652377
"Mills, Iowa",0.2526776136875153,0.3663223863124847,0.061222386312484736,0.3197776136875152
"Mitchell, Iowa",0.25248477947711945,0.3285152205228805,0.1080152205228806,0.31098477947711944
"Monona, Iowa",0.25676808727681644,0.3802319127231837,0.04853191272318358,0.3144680872768163
"Monroe, Iowa",0.19247228163480756,0.3605277183651924,0.07552771836519245,0.3714722816348076
"Montgomery, Iowa",0.2836653874635697,0.37833461253643036,0.02148461253643036,0.3165153874635696
"Muscatine, Iowa",0.39617869746387,0.31682130253612995,0.06872130253612996,0.21827869746387007
"O'Brien, Iowa",0.20100589525103568,0.4149941047489643,0.01479410474896431,0.3692058952510357
"Osceola, Iowa",0.16084386853575708,0.39015613146424294,0.02530613146424289,0.423693868535757
"Page, Iowa",0.23984140507876872,0.36115859492123126,0.04540859492123128,0.35359140507876874
"Palo Alto, Iowa",0.2453947501212358,0.3646052498787641,0.06795524987876422,0.3220447501212359
"Plymouth, Iowa",0.22117873723506926,0.4078212627649307,0.0322212627649307,0.3387787372350693
"Pocahontas, Iowa",0.22440110657811163,0.4085988934218884,0.02799889342188837,0.33900110657811167
"Polk, Iowa",0.5227088989987969,0.243291101001203,0.05354110100120313,0.18045889899879697
"Pottawattamie, Iowa",0.3318648635566235,0.31713513644337654,0.08428513644337654,0.26671486355662344
"Poweshiek, Iowa",0.35119651926755907,0.30880348073244096,0.08220348073244094,0.25779651926755903
"Ringgold, Iowa",0.22523554695546627,0.38776445304453366,0.04281445304453374,0.34418554695546627
"Sac, Iowa",0.2169039998531341,0.4240960001468658,0.041696000146865905,0.31730399985313423
"Scott, Iowa",0.43401390444636334,0.24898609555363654,0.08353609555363656,0.2334639044463635
"Shelby, Iowa",0.26705414486825463,0.4279458551317453,0.031495855131745354,0.2735041448682547
"Sioux, Iowa",0.14303546164035796,0.38496453835964206,0.024664538359642038,0.447335461640358
"Story, Iowa",0.4883966550022364,0.17360334499776364,0.09815334499776363,0.23984665500223634
"Tama, Iowa",0.37011711369752875,0.35988288630247106,0.03448288630247122,0.23551711369752887
"Taylor, Iowa",0.18411559262871746,0.3868844073712826,0.051634407371282554,0.3773655926287174
"Union, Iowa",0.26774574064314366,0.3332542593568564,0.07470425935685637,0.32429574064314365
"Van Buren, Iowa",0.14365971952080725,0.36834028047919276,0.09464028047919275,0.3933597195208073
"Wapello, Iowa",0.2828439624786377,0.3031560375213623,0.09900603752136233,0.3149939624786377
"Warren, Iowa",0.35801935538202523,0.3329806446179747,0.0580806446179748,0.25091935538202526
"Washington, Iowa",0.30941017955839634,0.36158982044160365,0.08818982044160371,0.2408101795583964
"Wayne, Iowa",0.15872737395465375,0.36027262604534627,0.08217262604534625,0.39882737395465373
"Webster, Iowa",0.3255732653349638,0.34042673466503615,0.053126734665036215,0.2808732653349638
"Winnebago, Iowa",0.30426453329920766,0.31473546670079233,0.06408546670079233,0.3169145332992077
"Winneshiek, Iowa",0.38708763001561164,0.2919123699843884,0.08731236998438834,0.23368763001561166
"Woodbury, Iowa",0.36522051073610784,0.3047794892638922,0.05727948926389215,0.2727205107361078
"Worth, Iowa",0.27580653013288975,0.3251934698671102,0.09494346986711028,0.30405653013288975
"Wright, Iowa",0.29654837546348567,0.38445162453651427,0.032401624536514295,0.28659837546348577
"Allen, Kansas",0.1896434464842081,0.3323565535157919,0.08565655351579188,0.3923434464842081
"Anderson, Kansas",0.14366579290926457,0.3823342070907355,0.07323420709073541,0.40076579290926456
"Atchison, Kansas",0.23501182602643966,0.28398817397356035,0.09383817397356031,0.38716182602643967
"Barber, Kansas",0.1244720771372318,0.4485279228627681,0.007727922862768188,0.41927207713723186
"Barton, Kansas",0.16026474259495735,0.3527352574050427,0.05813525740504265,0.4288647425949574
"Bourbon, Kansas",0.1385488760679961,0.307451123932004,0.10065112393200393,0.4533488760679959
"Brown, Kansas",0.28257575340271,0.41642424659729005,-0.023925753402710012,0.3249257534027099
"Butler, Kansas",0.22249528835415838,0.33550471164584156,0.07065471164584164,0.3713452883541584
"Chase, Kansas",0.14168615469634532,0.36831384530365463,0.09741384530365466,0.39258615469634534
"Chautauqua, Kansas",0.10508573960363865,0.37991426039636134,0.031864260396361366,0.48313573960363865
"Cherokee, Kansas",0.18359352198541168,0.34440647801458835,0.06600647801458832,0.4059935219854116
"Cheyenne, Kansas",0.13902108619213105,0.392978913807869,0.025428913807868936,0.44257108619213104
"Clark, Kansas",0.12202281839102504,0.4369771816089749,0.02137718160897499,0.4196228183910251
"Clay, Kansas",0.23874714816510673,0.4342528518348932,-0.011697148165106752,0.3386971481651068
"Cloud, Kansas",0.1922134388208389,0.372786561179161,0.03543656117916111,0.39956343882083895
"Coffey, Kansas",0.20530348338782786,0.41469651661217216,0.018146516612172134,0.3618534833878279
"Comanche, Kansas",0.12568465584814548,0.4343153441518546,0.027165344151854495,0.4128346558481455
"Cowley, Kansas",0.23931791022121904,0.31868208977878093,0.07158208977878099,0.3704179102212191
"Crawford, Kansas",0.2819710294634104,0.2530289705365896,0.10187897053658962,0.36312102946341035
"Decatur, Kansas",0.097112794688344,0.385887205311656,0.05508720531165601,0.461912794688344
"Dickinson, Kansas",0.21689730141460895,0.41210269858539106,0.01215269858539103,0.35884730141460897
"Doniphan, Kansas",0.15978474220037464,0.3962152577996254,0.031515257799625385,0.41248474220037457
"Douglas, Kansas",0.5659536078423262,0.08104639215767384,0.13154639215767383,0.22145360784232615
"Edwards, Kansas",0.15783092647194863,0.4151690735280513,0.03821907352805139,0.3887809264719486
"Elk, Kansas",0.06432381855249408,0.340676181447506,0.0885261814475059,0.5064738185524941
"Ellis, Kansas",0.2471275841027498,0.3168724158972502,0.03472241589725021,0.4012775841027499
"Ellsworth, Kansas",0.21047022237181662,0.4005297776281834,0.02662977762818336,0.36237022237181665
"Finney, Kansas",0.27912091827094554,0.27887908172905446,0.09752908172905449,0.3444709182709456
"Ford, Kansas",0.2617775077551603,0.28122249224483964,0.0780724922448397,0.3789275077551604
"Franklin, Kansas",0.24099860339760779,0.3550013966023922,0.06705139660239222,0.33694860339760785
"Geary, Kansas",0.45821016703546047,0.3867898329645395,-0.027960167035460448,0.18296016703546047
"Gove, Kansas",0.11603159682750698,0.472968403172493,0.001568403172493002,0.40943159682750707
"Graham, Kansas",0.29580763711333274,0.5571923628866672,-0.11445763711333273,0.26145763711333275
"Grant, Kansas",0.20422330884635442,0.37877669115364554,0.012276691153645533,0.40472330884635455
"Gray, Kansas",0.12740431245863443,0.44359568754136564,0.02949568754136557,0.3995043124586343
"Greeley, Kansas",0.1704814484149218,0.4835185515850783,-0.03788144841492182,0.38388144841492167
"Greenwood, Kansas",0.1751161160856486,0.4068838839143515,0.0201838839143514,0.3978161160856485
"Hamilton, Kansas",0.13798264019191267,0.3850173598080873,0.037767359808087334,0.43923264019191255
"Harper, Kansas",0.1441556546390057,0.42684434536099436,0.03709434536099432,0.3919056546390056
"Harvey, Kansas",0.2674346241965889,0.27056537580341095,0.133365375803411,0.328634624196589
"Haskell, Kansas",0.10721125198006627,0.3767887480199337,0.08998874801993371,0.4260112519800663
"Hodgeman, Kansas",0.13507116479575637,0.4109288352042436,0.01997883520424365,0.4340211647957563
"Jackson, Kansas",0.3151964649647474,0.42580353503525253,-0.015396464964747433,0.2743964649647474
"Jefferson, Kansas",0.25503212271630765,0.3699678772836923,0.08446787728369237,0.29053212271630763
"Jewell, Kansas",0.11926383135020735,0.4267361686497927,0.01983616864979265,0.4341638313502073
"Johnson, Kansas",0.5131758411116898,0.31582415888831017,0.02807415888831022,0.14292584111168982
"Kearny, Kansas",0.20372411324083806,0.460275886759162,-0.01197411324083808,0.34797411324083805
"Kingman, Kansas",0.1656668894261122,0.3953331105738878,0.033233110573887795,0.4057668894261121
"Kiowa, Kansas",0.15220791380405424,0.44979208619594574,-0.00585791380405426,0.4038579138040543
"Labette, Kansas",0.24493313688635826,0.3330668631136417,0.07526686311364178,0.34673313688635826
"Lane, Kansas",0.10639096454679965,0.39960903545320037,0.032159035453200355,0.4618409645467997
"Leavenworth, Kansas",0.36428892424404613,0.32871107575595376,0.029861075755953814,0.27713892424404624
"Lincoln, Kansas",0.10796903483569621,0.4140309651643038,0.07003096516430378,0.40796903483569624
"Linn, Kansas",0.07436746302843089,0.34363253697156904,0.11333253697156909,0.468667463028431
"Logan, Kansas",0.11777388895154005,0.45822611104846,0.017676111048459967,0.4063238889515399
"Lyon, Kansas",0.36585313561856747,0.27214686438143254,0.08074686438143253,0.28125313561856746
"McPherson, Kansas",0.25714959951043126,0.38885040048956865,0.04095040048956877,0.3130495995104313
"Marion, Kansas",0.18148190960288052,0.37351809039711953,0.07726809039711952,0.36773190960288044
"Marshall, Kansas",0.28150778268277643,0.4764922173172236,-0.023007782682776437,0.26500778268277647
"Meade, Kansas",0.09757563425004484,0.3874243657499552,0.05722436574995515,0.45777563425004475
"Miami, Kansas",0.20768058312386278,0.34731941687613727,0.09546941687613725,0.3495305831238627
"Mitchell, Kansas",0.1870574714154005,0.4409425285845995,-0.0008574714154005042,0.37285747141540054
"Montgomery, Kansas",0.19081002882421016,0.34818997117578987,0.059539971175789796,0.40146002882421017
"Morris, Kansas",0.21501133441627024,0.4119886655837298,0.044388665583729725,0.3286113344162703
"Morton, Kansas",0.08620321688950061,0.3987967831104994,0.04484678311049939,0.4701532168895006
"Nemaha, Kansas",0.1805223829984665,0.4834776170015335,-0.009222382998466505,0.34522238299846647
"Neosho, Kansas",0.08942087398469445,0.2255791260153055,0.17982912601530554,0.5051708739846945
"Ness, Kansas",0.12596905905008315,0.4720309409499168,-0.019219059050083143,0.42121905905008317
"Norton, Kansas",0.16369863131046292,0.44730136868953707,-0.0038986313104629328,0.392898631310463
"Osage, Kansas",0.21755470452904702,0.37544529547095296,0.06034529547095302,0.346654704529047
"Osborne, Kansas",0.10707632292807102,0.400923677071929,0.046423677071929,0.44557632292807103
"Ottawa, Kansas",0.10186476427614688,0.3761352357238531,0.06848523572385312,0.4535147642761469
"Pawnee, Kansas",0.21491746288836,0.37608253711163997,0.029182537111639983,0.37981746288836005
"Phillips, Kansas",0.10711409624367955,0.42188590375632046,0.015285903756320454,0.4557140962436795
"Pottawatomie, Kansas",0.17549767498224977,0.3115023250177503,0.0898523250177502,0.4231476749822497
"Pratt, Kansas",0.20218340459764,0.37281659540236,0.03491659540235997,0.39008340459764007
"Rawlins, Kansas",0.09942554394006729,0.4025744560599327,0.05252445605993268,0.4454755439400673
"Reno, Kansas",0.2498874481528997,0.33111255184710026,0.07906255184710026,0.3399374481528998
"Republic, Kansas",0.17317647934556007,0.4348235206544399,-0.003976479345560058,0.3959764793455601
"Rice, Kansas",0.17409664873182773,0.3349033512681723,0.05995335126817225,0.43104664873182774
"Riley, Kansas",0.32170201418399813,0.07529798581600189,0.2012479858160019,0.4017520141839981
"Rooks, Kansas",0.11670442505478862,0.45429557494521144,0.015395574945211377,0.41360442505478856
"Rush, Kansas",0.16392036305963992,0.4270796369403601,0.021529636940360086,0.38747036305963994
"Russell, Kansas",0.1603823744565248,0.3476176255434752,0.02381762554347515,0.4681823744565249
"Saline, Kansas",0.28416674504280093,0.29283325495719914,0.06278325495719905,0.3602167450428009
"Scott, Kansas",0.16141744479387996,0.40858255520612,-0.025717444793879954,0.4557174447938801
"Sedgwick, Kansas",0.3640475884944201,0.24595241150557995,0.07660241150557995,0.31339758849442007
"Seward, Kansas",0.29476662395596503,0.29023337604403493,0.059883376044034986,0.35511662395596505
"Shawnee, Kansas",0.43630718395113943,0.2586928160488605,0.07869281604886058,0.22630718395113947
"Sheridan, Kansas",0.03211325021088124,0.40488674978911876,0.07513674978911877,0.48786325021088117
"Sherman, Kansas",0.1399672146469355,0.3880327853530645,0.01663278535306452,0.4553672146469354
"Smith, Kansas",0.1241947362601757,0.40080526373982434,0.040655263739824296,0.4343447362601757
"Stafford, Kansas",0.15236489597260955,0.39763510402739055,0.030985104027390464,0.4190148959726095
